genome,completeness,contamination,location,length,N50
nhnw_bin.84.fa.gz,80.66,0.671,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.84.fa.gz,1607593,26903
nhnw_bin.304.fa.gz,80.53,6.526,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.304.fa.gz,1292744,7904
nhnw_bin.19.fa.gz,80.47,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.19.fa.gz,1441884,66616
nhnw_bin.166.fa.gz,80.24,2.013,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.166.fa.gz,1878253,10141
nhnw_bin.587.fa.gz,80.23,0.671,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.587.fa.gz,1502645,11288
nhnw_bin.338.fa.gz,80.1,0.403,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.338.fa.gz,1243602,219113
nhnw_bin.437.fa.gz,80.05,8.09,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.437.fa.gz,2168144,9798
nhnw_bin.280.fa.gz,80.03,0.335,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.280.fa.gz,1378996,29646
nhnw_bin.245.fa.gz,80.0,2.797,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.245.fa.gz,1392455,6782
nhnw_bin.396.fa.gz,79.94,1.19,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.396.fa.gz,1470935,5797
nhnw_bin.435.fa.gz,79.91,2.237,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.435.fa.gz,1664416,6609
nhnw_bin.356.fa.gz,79.9,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.356.fa.gz,2022665,62749
nhnw_bin.346.fa.gz,79.86,6.436,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.346.fa.gz,1683777,14293
nhnw_bin.240.fa.gz,79.86,2.41,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.240.fa.gz,2197668,5503
nhnw_bin.147.fa.gz,79.77,6.179,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.147.fa.gz,1401478,52400
nhnw_bin.286.fa.gz,79.73,0.069,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.286.fa.gz,1407664,4357
nhnw_bin.308.fa.gz,79.48,2.564,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.308.fa.gz,1542350,74287
nhnw_bin.64.fa.gz,79.38,0.561,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.64.fa.gz,1161838,10302
nhnw_bin.34.fa.gz,79.33,1.677,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.34.fa.gz,2270762,33782
nhnw_bin.332.fa.gz,79.2,2.034,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.332.fa.gz,2214169,4966
nhnw_bin.395.fa.gz,79.19,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.395.fa.gz,1282332,70269
nhnw_bin.44.fa.gz,79.13,5.592,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.44.fa.gz,4041235,19694
nhnw_bin.62.fa.gz,79.03,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.62.fa.gz,1780517,70997
nhnw_bin.63.fa.gz,78.82,1.605,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.63.fa.gz,3148167,10120
nhnw_bin.599.fa.gz,78.68,8.724,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.599.fa.gz,1561785,3948
nhnw_bin.227.fa.gz,78.46,0.806,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.227.fa.gz,1261043,43430
nhnw_bin.482.fa.gz,78.44,3.865,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.482.fa.gz,1635606,4295
nhnw_bin.410.fa.gz,78.38,1.29,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.410.fa.gz,3514536,28835
nhnw_bin.455.fa.gz,78.18,0.134,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.455.fa.gz,1678283,37678
nhnw_bin.348.fa.gz,77.99,8.55,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.348.fa.gz,1641057,25146
nhnw_bin.333.fa.gz,77.44,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.333.fa.gz,1093628,21507
nhnw_bin.74.fa.gz,77.43,0.254,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.74.fa.gz,1212816,8890
nhnw_bin.367.fa.gz,77.33,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.367.fa.gz,953759,5683
nhnw_bin.552.fa.gz,77.29,5.248,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.552.fa.gz,1903363,4743
nhnw_bin.167.fa.gz,77.27,1.342,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.167.fa.gz,2379835,4655
nhnw_bin.575.fa.gz,77.16,2.258,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.575.fa.gz,1938664,64091
nhnw_bin.363.fa.gz,76.93,1.342,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.363.fa.gz,1807741,92506
nhnw_bin.377.fa.gz,76.88,1.075,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.377.fa.gz,1179562,4915
nhnw_bin.255.fa.gz,76.88,2.419,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.255.fa.gz,3227783,74130
nhnw_bin.183.fa.gz,76.82,3.508,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.183.fa.gz,3783119,22789
nhnw_bin.581.fa.gz,76.8,1.38,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.581.fa.gz,2215585,22222
nhnw_bin.528.fa.gz,76.52,2.364,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.528.fa.gz,1491144,4435
nhnw_bin.319.fa.gz,76.03,8.852,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.319.fa.gz,2857479,6712
nhnw_bin.236.fa.gz,75.93,1.29,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.236.fa.gz,2974368,57982
nhnw_bin.436.fa.gz,75.89,1.318,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.436.fa.gz,1713409,5230
nhnw_bin.192.fa.gz,75.79,0.158,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.192.fa.gz,1660665,5700
nhnw_bin.5.fa.gz,75.65,5.18,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.5.fa.gz,1739993,5772
nhnw_bin.115.fa.gz,75.43,7.017,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.115.fa.gz,3419414,32909
nhnw_bin.170.fa.gz,75.34,6.896,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.170.fa.gz,2422635,9443
nhnw_bin.446.fa.gz,75.26,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.446.fa.gz,951885,34592
nhnw_bin.187.fa.gz,75.11,1.342,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.187.fa.gz,1547367,4058
nhnw_bin.386.fa.gz,74.86,0.806,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.386.fa.gz,953806,39313
nhnw_bin.451.fa.gz,74.54,4.18,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.451.fa.gz,1284531,22345
nhnw_bin.545.fa.gz,74.44,1.882,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.545.fa.gz,1669800,98364
nhnw_bin.601.fa.gz,74.42,7.303,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.601.fa.gz,2314925,4555
nhnw_bin.171.fa.gz,74.4,1.724,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.171.fa.gz,2162891,14649
nhnw_bin.361.fa.gz,74.15,5.467,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.361.fa.gz,2174124,4752
nhnw_bin.278.fa.gz,74.05,5.037,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.278.fa.gz,2125249,16310
nhnw_bin.584.fa.gz,74.02,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.584.fa.gz,1135829,601961
nhnw_bin.89.fa.gz,73.81,2.003,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.89.fa.gz,2168491,8447
nhnw_bin.307.fa.gz,73.78,1.048,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.307.fa.gz,1499731,11824
nhnw_bin.409.fa.gz,73.77,0.185,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.409.fa.gz,1469445,4808
nhnw_bin.50.fa.gz,73.7,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.50.fa.gz,1400554,6765
nhnw_bin.46.fa.gz,73.42,1.793,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.46.fa.gz,1429270,6357
nhnw_bin.572.fa.gz,73.33,5.333,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.572.fa.gz,1016042,116732
nhnw_bin.110.fa.gz,73.12,1.754,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.110.fa.gz,3690080,18706
nhnw_bin.27.fa.gz,72.99,2.127,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.27.fa.gz,1599650,4932
nhnw_bin.428.fa.gz,72.92,1.148,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.428.fa.gz,1930768,6607
nhnw_bin.381.fa.gz,72.9,3.523,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.381.fa.gz,1141593,9939
nhnw_bin.169.fa.gz,72.88,1.948,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.169.fa.gz,1070210,8672
nhnw_bin.274.fa.gz,72.85,1.51,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.274.fa.gz,1532471,79178
nhnw_bin.146.fa.gz,72.77,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.146.fa.gz,1129957,132536
nhnw_bin.205.fa.gz,72.71,5.449,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.205.fa.gz,1147993,10581
nhnw_bin.488.fa.gz,72.33,6.418,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.488.fa.gz,2013050,10593
nhnw_bin.85.fa.gz,72.24,2.631,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.85.fa.gz,3674078,14027
nhnw_bin.148.fa.gz,71.96,1.41,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.148.fa.gz,1723012,9687
nhnw_bin.298.fa.gz,71.53,6.647,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.298.fa.gz,2145258,10591
nhnw_bin.207.fa.gz,71.44,1.789,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.207.fa.gz,1313618,20131
nhnw_bin.165.fa.gz,71.36,0.782,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.165.fa.gz,1556707,39991
nhnw_bin.500.fa.gz,71.31,9.134,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.500.fa.gz,1750442,8144
nhnw_bin.248.fa.gz,71.21,1.285,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.248.fa.gz,1664347,65735
nhnw_bin.260.fa.gz,70.99,4.25,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.260.fa.gz,1910751,3869
nhnw_bin.120.fa.gz,70.82,2.908,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.120.fa.gz,1252293,7229
nhnw_bin.216.fa.gz,70.71,5.333,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.216.fa.gz,1777895,43390
nhnw_bin.105.fa.gz,70.67,0.464,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.105.fa.gz,1781280,16075
nhnw_bin.466.fa.gz,70.6,7.575,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.466.fa.gz,1817222,4902
nhnw_bin.441.fa.gz,70.25,2.125,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.441.fa.gz,1450779,4278
nhnw_bin.6.fa.gz,70.06,7.584,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.6.fa.gz,1326676,6693
nhnw_bin.189.fa.gz,70.06,1.351,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/nhnw_bin.189.fa.gz,1681659,39118
