Genome	B2_1_23_RUNR Read Count	B2_1_23_RUNR Covered Fraction	B2_1_23_RUNR Length	B120_23_EFNP_TC Read Count	B120_23_EFNP_TC Covered Fraction	B120_23_EFNP_TC Length	EHI02809 Read Count	EHI02809 Covered Fraction	EHI02809 Length	EHI01176 Read Count	EHI01176 Covered Fraction	EHI01176 Length	B362F_22_EFNP_WH Read Count	B362F_22_EFNP_WH Covered Fraction	B362F_22_EFNP_WH Length	B18F_22_EFNP_N1 Read Count	B18F_22_EFNP_N1 Covered Fraction	B18F_22_EFNP_N1 Length	EHI01174 Read Count	EHI01174 Covered Fraction	EHI01174 Length	EHI02816 Read Count	EHI02816 Covered Fraction	EHI02816 Length	B357_23_EFNP_TE Read Count	B357_23_EFNP_TE Covered Fraction	B357_23_EFNP_TE Length	B111F_22_EFNP_N1 Read Count	B111F_22_EFNP_N1 Covered Fraction	B111F_22_EFNP_N1 Length	B31_23_EFNP_N31 Read Count	B31_23_EFNP_N31 Covered Fraction	B31_23_EFNP_N31 Length	B407_23_EFNP_DW Read Count	B407_23_EFNP_DW Covered Fraction	B407_23_EFNP_DW Length	B201_23_EFNP_BB Read Count	B201_23_EFNP_BB Covered Fraction	B201_23_EFNP_BB Length	EHI02800 Read Count	EHI02800 Covered Fraction	EHI02800 Length	B33_23_RUNR Read Count	B33_23_RUNR Covered Fraction	B33_23_RUNR Length	EHI02786 Read Count	EHI02786 Covered Fraction	EHI02786 Length	B462_23_EFNP_CV Read Count	B462_23_EFNP_CV Covered Fraction	B462_23_EFNP_CV Length	B218_23_EFNP_N96 Read Count	B218_23_EFNP_N96 Covered Fraction	B218_23_EFNP_N96 Length	B246F_22_EFNP_N1 Read Count	B246F_22_EFNP_N1 Covered Fraction	B246F_22_EFNP_N1 Length	B184F_22_EFNP_BB Read Count	B184F_22_EFNP_BB Covered Fraction	B184F_22_EFNP_BB Length	B109_23_EFNP_N1 Read Count	B109_23_EFNP_N1 Covered Fraction	B109_23_EFNP_N1 Length	EHI01178 Read Count	EHI01178 Covered Fraction	EHI01178 Length	B163F_22_EFNP_N1 Read Count	B163F_22_EFNP_N1 Covered Fraction	B163F_22_EFNP_N1 Length	EHI02814 Read Count	EHI02814 Covered Fraction	EHI02814 Length	B39_23_RUNR Read Count	B39_23_RUNR Covered Fraction	B39_23_RUNR Length	B382_23_EFNP_CC Read Count	B382_23_EFNP_CC Covered Fraction	B382_23_EFNP_CC Length	B11_23_RUNR Read Count	B11_23_RUNR Covered Fraction	B11_23_RUNR Length	B63_23_RUNR Read Count	B63_23_RUNR Covered Fraction	B63_23_RUNR Length	FS1_1_23_RUNR Read Count	FS1_1_23_RUNR Covered Fraction	FS1_1_23_RUNR Length	B441_23_EFNP_RE Read Count	B441_23_EFNP_RE Covered Fraction	B441_23_EFNP_RE Length	EHI01177 Read Count	EHI01177 Covered Fraction	EHI01177 Length	No_69_road_23_EFNP_N69 Read Count	No_69_road_23_EFNP_N69 Covered Fraction	No_69_road_23_EFNP_N69 Length	B461F_22_EFNP_BB Read Count	B461F_22_EFNP_BB Covered Fraction	B461F_22_EFNP_BB Length	B19_1_23_RUNR Read Count	B19_1_23_RUNR Covered Fraction	B19_1_23_RUNR Length	B19_2_23_RUNR Read Count	B19_2_23_RUNR Covered Fraction	B19_2_23_RUNR Length	B466F_22_EFNP_N1 Read Count	B466F_22_EFNP_N1 Covered Fraction	B466F_22_EFNP_N1 Length	B363_23_EFNP_WH Read Count	B363_23_EFNP_WH Covered Fraction	B363_23_EFNP_WH Length	EHI01179 Read Count	EHI01179 Covered Fraction	EHI01179 Length	EHI02781 Read Count	EHI02781 Covered Fraction	EHI02781 Length	EHI01175 Read Count	EHI01175 Covered Fraction	EHI01175 Length	B6_23_RUNR Read Count	B6_23_RUNR Covered Fraction	B6_23_RUNR Length	FS11F_22_EFNP_N1 Read Count	FS11F_22_EFNP_N1 Covered Fraction	FS11F_22_EFNP_N1 Length	EHI02805 Read Count	EHI02805 Covered Fraction	EHI02805 Length	B361_23_EFNP_N88 Read Count	B361_23_EFNP_N88 Covered Fraction	B361_23_EFNP_N88 Length	B478_23_EFNP_NB Read Count	B478_23_EFNP_NB Covered Fraction	B478_23_EFNP_NB Length	B83F_22_EFNP_WH Read Count	B83F_22_EFNP_WH Covered Fraction	B83F_22_EFNP_WH Length	EHI02790 Read Count	EHI02790 Covered Fraction	EHI02790 Length	B369F_22_EFNP_CV Read Count	B369F_22_EFNP_CV Covered Fraction	B369F_22_EFNP_CV Length	B250F_22_EFNP_CV Read Count	B250F_22_EFNP_CV Covered Fraction	B250F_22_EFNP_CV Length	B29F_22_EFNP_BB Read Count	B29F_22_EFNP_BB Covered Fraction	B29F_22_EFNP_BB Length	B523F_22_EFNP_DW Read Count	B523F_22_EFNP_DW Covered Fraction	B523F_22_EFNP_DW Length	B220_23_EFNP_FF Read Count	B220_23_EFNP_FF Covered Fraction	B220_23_EFNP_FF Length	B458_23_EFNP_N1 Read Count	B458_23_EFNP_N1 Covered Fraction	B458_23_EFNP_N1 Length	EHI01180 Read Count	EHI01180 Covered Fraction	EHI01180 Length	B534F_22_EFNP_CC Read Count	B534F_22_EFNP_CC Covered Fraction	B534F_22_EFNP_CC Length	B328_23_EFNP_CC Read Count	B328_23_EFNP_CC Covered Fraction	B328_23_EFNP_CC Length	EHI01172 Read Count	EHI01172 Covered Fraction	EHI01172 Length
nhnw_bin.413	59	0.0017106225	2267011	272749	0.9993317	2267011	661	0.018187825	2267011	194161	0.9547448	2267011	883164	0.999131	2267011	96562	0.97293305	2267011	69	0.0012942152	2267011	508	0.016494848	2267011	20840	0.5759778	2267011	232707	0.99885005	2267011	427363	0.9994517	2267011	114190	0.9921231	2267011	1167982	0.9991959	2267011	451	0.014616603	2267011	14385	0.29915205	2267011	458	0.015453388	2267011	197	0.0021499675	2267011	1122862	0.9993683	2267011	498255	0.9991491	2267011	157699	0.9972237	2267011	411231	0.9990331	2267011	133	0.0013837604	2267011	144764	0.995809	2267011	526	0.015599836	2267011	16966	0.47420236	2267011	99303	0.98327667	2267011	58002	0.8211976	2267011	7671	0.28853807	2267011	10425	0.29692093	2267011	68859	0.95375896	2267011	34055	0.6874563	2267011	132871	0.9928302	2267011	60297	0.90726423	2267011	25773	0.5925984	2267011	1888	0.06103852	2267011	559915	0.99909925	2267011	271349	0.99862814	2267011	463	0.010938632	2267011	439	0.015126085	2267011	476	0.012995526	2267011	27451	0.59737337	2267011	80553	0.9396377	2267011	394	0.013511183	2267011	21460	0.6026433	2267011	17528	0.3735372	2267011	163595	0.9867654	2267011	336	0.012610879	2267011	188414	0.99736875	2267011	71325	0.92380935	2267011	260698	0.99876976	2267011	330522	0.9991072	2267011	19497	0.47794122	2267011	17609	0.53031677	2267011	137	0.0022778893	2267011	272282	0.998659	2267011	40336	0.80441386	2267011	49649	0.8143251	2267011
nhnw_bin.414	12901	0.33171374	2741439	22847	0.5396888	2741439	5101	0.13933559	2741439	10284	0.19664563	2741439	121692	0.9569007	2741439	157368	0.9734151	2741439	2352	0.026467852	2741439	5461	0.14023401	2741439	19192	0.43343332	2741439	60799	0.8723404	2741439	184467	0.9828065	2741439	12304	0.29250148	2741439	151363	0.95698935	2741439	5570	0.14980234	2741439	64022	0.6883859	2741439	5295	0.13996774	2741439	76557	0.89937073	2741439	50989	0.6555692	2741439	93740	0.9167036	2741439	33549	0.6409167	2741439	21369	0.5166239	2741439	1171	0.016509943	2741439	133692	0.9720096	2741439	10395	0.24094026	2741439	54677	0.7502385	2741439	86523	0.9358165	2741439	23774	0.39417255	2741439	7392	0.19100006	2741439	6194	0.12612574	2741439	87525	0.9340806	2741439	4015	0.10257278	2741439	11956	0.12363033	2741439	66189	0.84604	2741439	35095	0.48657548	2741439	10315	0.27563006	2741439	169556	0.97293574	2741439	40906	0.7035736	2741439	37954	0.4497288	2741439	5892	0.16386102	2741439	33858	0.39710423	2741439	56710	0.7541733	2741439	37826	0.6515024	2741439	8676	0.20645216	2741439	6793	0.108215064	2741439	1133	0.03211379	2741439	24655	0.25386995	2741439	8469	0.21895398	2741439	86184	0.8979788	2741439	1657209	0.9906476	2741439	28920	0.5687834	2741439	160462	0.9735438	2741439	25341	0.5031405	2741439	50034	0.8092097	2741439	5756	0.09184884	2741439	244057	0.9826901	2741439	16396	0.31490213	2741439	1204	0.03038842	2741439
nhnw_bin.415	966	0.036398053	2423124	1187	0.046263006	2423124	1904	0.076755874	2423124	12260	0.31792018	2423124	5551	0.16789648	2423124	12527	0.3601512	2423124	10730	0.29885265	2423124	3322	0.12188522	2423124	3045	0.109466955	2423124	8930	0.28294796	2423124	4971	0.16897938	2423124	3384	0.12679128	2423124	55274	0.82930756	2423124	2262	0.09049557	2423124	7800	0.16108173	2423124	2755	0.107025065	2423124	6380	0.21809201	2423124	49906	0.80085665	2423124	8119	0.23655784	2423124	4165	0.1459851	2423124	4758	0.17319213	2423124	319	0.0060083596	2423124	9817	0.31061268	2423124	3175	0.11767083	2423124	5686	0.17956366	2423124	3232	0.11382703	2423124	5159	0.13742714	2423124	2111	0.08137677	2423124	1622	0.051193006	2423124	8971	0.3137619	2423124	7503	0.21033633	2423124	3444	0.12387975	2423124	6331	0.2060881	2423124	6870	0.19939178	2423124	344	0.010257833	2423124	6872	0.20060633	2423124	14893	0.43635696	2423124	4288	0.11570106	2423124	1903	0.076309346	2423124	11898	0.3159607	2423124	14587	0.35402563	2423124	3673	0.115695685	2423124	1859	0.0759243	2423124	7012	0.23970255	2423124	302	0.0074585536	2423124	19070	0.40284112	2423124	2291	0.08932188	2423124	4615	0.1428115	2423124	50896	0.8124685	2423124	8527	0.2530766	2423124	876	0.008253396	2423124	2701	0.07845368	2423124	6998	0.23899561	2423124	6495	0.16955632	2423124	3277	0.11917962	2423124	408	0.011914784	2423124	826	0.028393924	2423124
nhnw_bin.416	1338	0.034946717	3609209	969	0.024315855	3609209	207	0.0028923235	3609209	638	0.004966185	3609209	6734	0.14552857	3609209	7876	0.16234332	3609209	436	0.004030246	3609209	256	0.002982094	3609209	234	0.0044984925	3609209	5384	0.13361377	3609209	2652	0.066066556	3609209	339	0.008499923	3609209	26486	0.40023395	3609209	298	0.0038712083	3609209	157	0.0015499241	3609209	257	0.003284099	3609209	1772	0.043365736	3609209	785	0.007471443	3609209	360	0.0033541976	3609209	5489	0.13643931	3609209	334	0.0069308816	3609209	912	0.0040294146	3609209	17668	0.3699711	3609209	330	0.004141628	3609209	10066	0.21162282	3609209	44136	0.70046735	3609209	206	0.0022860966	3609209	56	0.0009500697	3609209	60	0.00097140396	3609209	1214	0.02965248	3609209	366	0.004938201	3609209	524	0.0039925645	3609209	62295	0.79924244	3609209	430	0.003255561	3609209	46	0.0006732777	3609209	5630	0.12722455	3609209	3639	0.087286435	3609209	1262	0.02116835	3609209	271	0.0033971432	3609209	310	0.004376028	3609209	311	0.0042122803	3609209	3256	0.06815316	3609209	265	0.0033331404	3609209	177	0.002191893	3609209	26	0.00036961006	3609209	1371	0.014973087	3609209	209	0.0028446675	3609209	187066	0.98478144	3609209	390520	0.9990646	3609209	1081	0.023584114	3609209	56434	0.6947672	3609209	259	0.004796619	3609209	1030	0.022655379	3609209	650	0.005817341	3609209	38820	0.65554863	3609209	217	0.003284099	3609209	665	0.010781587	3609209
nhnw_bin.417	155	0.0024734053	1989969	3395	0.14682841	1989969	1267	0.041239336	1989969	336	0.007314184	1989969	7582	0.24347062	1989969	14802	0.45721567	1989969	516	0.01563341	1989969	1791	0.04752034	1989969	7207	0.28989345	1989969	2102	0.08608174	1989969	1922	0.07299863	1989969	316	0.0072227255	1989969	135559	0.99085164	1989969	1259	0.040318217	1989969	819	0.016393723	1989969	1291	0.038391553	1989969	14171	0.4949082	1989969	98375	0.97879416	1989969	2786	0.09513816	1989969	10149	0.36439815	1989969	3142	0.13875744	1989969	649	0.02465968	1989969	8955	0.32966393	1989969	1337	0.039486043	1989969	703	0.01502335	1989969	79	0.0017201273	1989969	52825	0.81345993	1989969	12458	0.45809308	1989969	11871	0.35787895	1989969	993	0.036007095	1989969	183	0.0044975574	1989969	8453	0.31529334	1989969	7859	0.29140052	1989969	79738	0.9489871	1989969	1678	0.05739185	1989969	6941	0.21077564	1989969	34893	0.80116826	1989969	680	0.017779674	1989969	1070	0.03415832	1989969	221	0.0051347534	1989969	3196	0.091765754	1989969	3591	0.13220909	1989969	1046	0.03332263	1989969	21021	0.6409346	1989969	995	0.02970599	1989969	14280	0.3695927	1989969	1090	0.035407085	1989969	1016	0.025045617	1989969	92667	0.9707965	1989969	8074	0.27028963	1989969	2463	0.07783589	1989969	7408	0.23860773	1989969	8813	0.34234905	1989969	552	0.01715253	1989969	4053	0.17203534	1989969	20829	0.60911804	1989969	609	0.020257602	1989969
nhnw_bin.418	2222	0.0955481	2133135	2597	0.11424124	2133135	4279	0.1816036	2133135	10441	0.28443816	2133135	25298	0.605956	2133135	7795	0.27193263	2133135	6445	0.20184329	2133135	8066	0.30675134	2133135	1185	0.048154946	2133135	5213	0.2040471	2133135	13077	0.45114258	2133135	2089	0.09205043	2133135	12530	0.34364256	2133135	4610	0.18914367	2133135	7088	0.16815719	2133135	6657	0.26825494	2133135	7917	0.2821556	2133135	6921	0.22016656	2133135	8683	0.28459615	2133135	23482	0.65147215	2133135	9675	0.37246728	2133135	22846	0.5653177	2133135	11889	0.40576148	2133135	4440	0.17594808	2133135	7644	0.2640752	2133135	2216	0.08985226	2133135	7730	0.21762523	2133135	4784	0.19748633	2133135	2367	0.080194645	2133135	11044	0.41178313	2133135	8735	0.2555061	2133135	2371	0.09449425	2133135	10476	0.3605557	2133135	21029	0.5272024	2133135	279	0.00956292	2133135	5203	0.16977875	2133135	4432	0.16603215	2133135	11700	0.2757936	2133135	3433	0.14442827	2133135	4974	0.15420918	2133135	12276	0.35807812	2133135	5096	0.17581494	2133135	3534	0.14311518	2133135	7502	0.2891894	2133135	623	0.018771902	2133135	79234	0.88381934	2133135	3900	0.16515036	2133135	12178	0.37665597	2133135	1423	0.015068901	2133135	35273	0.7465453	2133135	16133	0.44918254	2133135	1700	0.056146	2133135	4341	0.18399444	2133135	3961	0.085471384	2133135	8794	0.33374166	2133135	232	0.0045702686	2133135	8147	0.22990997	2133135
nhnw_bin.419	74182	0.9694332	1990165	18709	0.5797343	1990165	176	0.0010109715	1990165	87	0.001587808	1990165	27141	0.64842564	1990165	11500	0.3757834	1990165	60	0.0011772893	1990165	156	0.000966754	1990165	9414	0.35824016	1990165	5916	0.2467926	1990165	25133	0.68407744	1990165	18186	0.60429865	1990165	174228	0.9918203	1990165	203	0.0009531873	1990165	63477	0.81467116	1990165	168	0.0009562021	1990165	54250	0.91022754	1990165	41171	0.81654286	1990165	41852	0.81107247	1990165	111852	0.98929936	1990165	17698	0.5972173	1990165	98	0.0020561109	1990165	44485	0.86585885	1990165	226	0.0010461444	1990165	47067	0.8593046	1990165	40021	0.8561587	1990165	17786	0.4619617	1990165	8769	0.35309133	1990165	16137	0.46833304	1990165	58981	0.9417817	1990165	247	0.0016516219	1990165	12430	0.4223715	1990165	69475	0.95380837	1990165	118257	0.9841471	1990165	1567	0.05761683	1990165	25622	0.67781967	1990165	9770	0.3633915	1990165	125	0.0017033763	1990165	188	0.0009029402	1990165	58	0.0010757901	1990165	28257	0.6742305	1990165	21474	0.5898988	1990165	115	0.0010476519	1990165	15900	0.54689586	1990165	242	0.0074536535	1990165	139876	0.96427435	1990165	95	0.0007491841	1990165	39734	0.7957295	1990165	1041809	0.9992237	1990165	47729	0.847888	1990165	7980	0.25399652	1990165	13831	0.39600384	1990165	56946	0.9362254	1990165	56	0.00088133395	1990165	60742	0.94717926	1990165	22201	0.6353438	1990165	163	0.0021686645	1990165
nhnw_bin.41	101444	0.94848555	2148543	442265	0.9687346	2148543	1825	0.0400504	2148543	16960	0.37709275	2148543	292653	0.97640073	2148543	365460	0.97540146	2148543	3458	0.076141365	2148543	3090	0.051829543	2148543	38103	0.7567603	2148543	107514	0.96216506	2148543	91334	0.9528969	2148543	65101	0.9175441	2148543	560981	0.97526926	2148543	2262	0.04649616	2148543	84264	0.8358953	2148543	2921	0.05852059	2148543	200133	0.96656525	2148543	892668	0.9698591	2148543	1780306	0.97966576	2148543	534343	0.9762323	2148543	90642	0.957945	2148543	3221	0.037833545	2148543	115344	0.9705121	2148543	3885	0.07138326	2148543	659608	0.97539264	2148543	245316	0.9656693	2148543	57815	0.7998257	2148543	6763	0.13566914	2148543	52353	0.8076343	2148543	223658	0.97695184	2148543	46481	0.760702	2148543	539838	0.9761206	2148543	64212	0.89780515	2148543	168557	0.96942484	2148543	5148	0.1569673	2148543	6898	0.059343006	2148543	250074	0.9742323	2148543	17328	0.08563198	2148543	2137	0.046837788	2148543	18576	0.37106448	2148543	652832	0.9697279	2148543	649243	0.97601306	2148543	3605	0.06874798	2148543	565527	0.9721481	2148543	19908	0.43199182	2148543	1224067	0.98133063	2148543	2972	0.059588753	2148543	91432	0.93901217	2148543	674584	0.98426515	2148543	819167	0.9782234	2148543	1591245	0.9738381	2148543	60569	0.83422303	2148543	745713	0.9758846	2148543	7434	0.18818055	2148543	222043	0.9674021	2148543	284292	0.9651038	2148543	2541	0.039995477	2148543
nhnw_bin.420	14698	0.62436783	1449740	24252	0.8026977	1449740	1	0.00010346683	1449740	494	0.009040242	1449740	181478	0.99638623	1449740	72909	0.97748977	1449740	703	0.0247334	1449740	7	0.00035385657	1449740	7271	0.37449127	1449740	11197	0.4824203	1449740	18901	0.68284935	1449740	6551	0.36113718	1449740	86693	0.9817747	1449740	6	0.00025866707	1449740	85506	0.9558707	1449740	4	0.00029039689	1449740	57222	0.9696911	1449740	95171	0.9879213	1449740	202186	0.99523085	1449740	45183	0.9348338	1449740	169439	0.99542814	1449740	1336	0.034478597	1449740	213063	0.99843836	1449740	4	0.000110364614	1449740	208845	0.99764925	1449740	28047	0.8344883	1449740	151782	0.9950708	1449740	58752	0.97821474	1449740	26754	0.7453888	1449740	81816	0.9904666	1449740	377	0.0105556855	1449740	35701	0.8830183	1449740	57121	0.96032804	1449740	150070	0.9959296	1449740	2964	0.14151986	1449740	175298	0.9978486	1449740	79755	0.9887428	1449740	2634	0.0276691	1449740	5	0.00026970354	1449740	387	0.0144701805	1449740	108517	0.9911301	1449740	24048	0.7352608	1449740	1	0.00010346683	1449740	87485	0.99060315	1449740	2428	0.098849446	1449740	397858	0.9982031	1449740	1	0.00010346683	1449740	45625	0.9014134	1449740	702473	0.999811	1449740	104371	0.9904066	1449740	152062	0.99339604	1449740	44023	0.8901872	1449740	26609	0.81350935	1449740	406	0.014022514	1449740	37491	0.9095541	1449740	39303	0.9114393	1449740	3727	0.06689061	1449740
nhnw_bin.421	934	0.009484771	1749436	43772	0.9018158	1749436	858	0.019162176	1749436	2413	0.025856333	1749436	2319	0.016221227	1749436	37018	0.7977348	1749436	3080	0.027303085	1749436	815	0.018072682	1749436	635	0.009222972	1749436	1431	0.014326331	1749436	1025	0.013479201	1749436	5698	0.26615435	1749436	25854	0.62782234	1749436	699	0.017762868	1749436	17174	0.41302568	1749436	725	0.017922347	1749436	2607	0.014929383	1749436	4376	0.017875476	1749436	46019	0.84623384	1749436	69416	0.96417874	1749436	2053	0.013208829	1749436	3913	0.03233842	1749436	143706	0.9902414	1749436	881	0.018721463	1749436	73760	0.96453315	1749436	10576	0.4196198	1749436	1133	0.011301356	1749436	35372	0.85798967	1749436	12854	0.41364473	1749436	14763	0.5495531	1749436	2501	0.027456278	1749436	14747	0.52242553	1749436	1971	0.013143093	1749436	47215	0.8568407	1749436	1184	0.049878363	1749436	5397	0.015727354	1749436	82460	0.9765016	1749436	5911	0.033763453	1749436	660	0.016330978	1749436	2159	0.023510434	1749436	42484	0.8230521	1749436	11028	0.3755439	1749436	748	0.017246129	1749436	1363	0.011918127	1749436	67	0.0020240808	1749436	100479	0.9533244	1749436	564	0.014651008	1749436	25875	0.65470415	1749436	11441	0.021202832	1749436	35949	0.777889	1749436	20431	0.5337063	1749436	565	0.007617884	1749436	16813	0.58323026	1749436	2244	0.025758015	1749436	4510	0.15186837	1749436	1298	0.011626032	1749436	3137	0.029049363	1749436
nhnw_bin.422	63280	0.9806612	1508159	27771	0.82320166	1508159	1221	0.005024669	1508159	2783	0.12410893	1508159	35640	0.8176154	1508159	1516	0.0074793175	1508159	17528	0.4801271	1508159	1078	0.0039425553	1508159	410	0.0027145678	1508159	605	0.006456216	1508159	776	0.007983243	1508159	4402	0.22665581	1508159	53616	0.9223517	1508159	942	0.005382722	1508159	19051	0.464026	1508159	1011	0.0051586074	1508159	36284	0.8734437	1508159	135343	0.9976309	1508159	2314	0.013022499	1508159	87889	0.9913928	1508159	13105	0.5682206	1508159	297	0.005435766	1508159	1159	0.0066538076	1508159	1219	0.0047899457	1508159	246693	0.99955374	1508159	14554	0.55793786	1508159	3643	0.1319569	1508159	397	0.0058382438	1508159	11570	0.42997986	1508159	110796	0.997251	1508159	1439	0.058102626	1508159	82467	0.9892319	1508159	3964	0.15731166	1508159	100149	0.99090946	1508159	3752	0.1633495	1508159	288	0.0036116883	1508159	22134	0.68234515	1508159	8629	0.2941805	1508159	872	0.004559201	1508159	267	0.0044802967	1508159	81345	0.97814023	1508159	1999	0.009900813	1508159	956	0.0045194174	1508159	9505	0.3895889	1508159	145	0.0018234152	1508159	289285	0.9990757	1508159	733	0.004970298	1508159	135657	0.9975613	1508159	12208	0.019930921	1508159	34973	0.836441	1508159	2142	0.011271358	1508159	660	0.0040678736	1508159	23300	0.7501782	1508159	3569	0.13856828	1508159	22480	0.75935626	1508159	37552	0.88545305	1508159	2342	0.09248163	1508159
nhnw_bin.423	9853	0.027906835	1551412	6135	0.27519768	1551412	91	0.004112383	1551412	379	0.010475619	1551412	20487	0.17238425	1551412	2847	0.12643708	1551412	162	0.0070065204	1551412	133	0.0054930607	1551412	398	0.0057702274	1551412	2479	0.028777655	1551412	1441	0.014813602	1551412	703	0.02250724	1551412	8049	0.2753105	1551412	70	0.0034562063	1551412	11069	0.027696704	1551412	93	0.004238719	1551412	672	0.0025634712	1551412	3186	0.101396665	1551412	1449	0.0032119127	1551412	101970	0.9931359	1551412	1308	0.012239173	1551412	18	0.0005446651	1551412	57432	0.92943656	1551412	105	0.003980245	1551412	30094	0.74971384	1551412	7176	0.03082031	1551412	395	0.0055568735	1551412	7897	0.058783226	1551412	2299	0.10717334	1551412	18918	0.029162467	1551412	15	0.000821832	1551412	12564	0.43679112	1551412	15517	0.49098048	1551412	34413	0.79432863	1551412	1519	0.06936842	1551412	228	0.0045158863	1551412	91	0.0029463482	1551412	174	0.0036515123	1551412	92	0.004477856	1551412	655	0.0065237344	1551412	2551	0.10171831	1551412	413	0.0029444145	1551412	96	0.004332827	1551412	4610	0.21420228	1551412	23	0.0011202698	1551412	1892	0.010928109	1551412	85	0.003922878	1551412	1742	0.0114341	1551412	1468	0.0062362542	1551412	66316	0.95999515	1551412	37506	0.102284886	1551412	41	0.0017867595	1551412	3328	0.0853674	1551412	22	0.0005021232	1551412	1930	0.009050465	1551412	844	0.011225258	1551412	10	0.00025589592	1551412
nhnw_bin.424	2994	0.09710326	2742977	314	0.010157577	2742977	389	0.004582977	2742977	14815	0.31132635	2742977	26695	0.507705	2742977	1082	0.018790169	2742977	730	0.011430282	2742977	505	0.0064101885	2742977	3541	0.11085802	2742977	421	0.007966527	2742977	359	0.005530852	2742977	226	0.005255239	2742977	2411	0.030157015	2742977	376	0.0051115993	2742977	647	0.007855333	2742977	455	0.005261801	2742977	43407	0.74267375	2742977	1358	0.014589623	2742977	947	0.012670904	2742977	563	0.008052929	2742977	13693	0.34837258	2742977	391	0.006865169	2742977	1251	0.020574726	2742977	540	0.0066570006	2742977	582	0.008868467	2742977	4569	0.13453886	2742977	333	0.00506056	2742977	189	0.004866975	2742977	141	0.0033099074	2742977	650	0.01364357	2742977	372	0.007970902	2742977	391	0.0064820084	2742977	612	0.008361354	2742977	754	0.01098077	2742977	1576	0.04139189	2742977	1368	0.020216357	2742977	1901	0.05620244	2742977	658	0.01342884	2742977	331	0.004619798	2742977	229	0.0054393457	2742977	439	0.007090471	2742977	483	0.006845482	2742977	366	0.0054692402	2742977	35170	0.6783553	2742977	373	0.007834554	2742977	1028	0.008167039	2742977	369	0.0052078455	2742977	3477	0.08945901	2742977	439778	0.99667007	2742977	782	0.011714645	2742977	671	0.010156483	2742977	7928	0.18542555	2742977	444	0.008955598	2742977	2717	0.06831701	2742977	32094	0.64544505	2742977	36348	0.6693042	2742977	236	0.0050941003	2742977
nhnw_bin.425	5620	0.13399608	3925600	378	0.007466629	3925600	647	0.011395455	3925600	489	0.007768494	3925600	253	0.0041132565	3925600	19584	0.24884476	3925600	324	0.004937589	3925600	548	0.009209038	3925600	330	0.006846342	3925600	1035	0.01891074	3925600	3760	0.08886693	3925600	1603	0.04027639	3925600	2574	0.017731048	3925600	588	0.010102915	3925600	482	0.0059155286	3925600	654	0.010269258	3925600	3593	0.080636844	3925600	1002	0.016836153	3925600	335	0.006589566	3925600	2160	0.04502089	3925600	782	0.017104901	3925600	200	0.0032089362	3925600	48501	0.67676836	3925600	694	0.011701905	3925600	51418	0.67550105	3925600	5488	0.11587299	3925600	8517	0.14540835	3925600	121	0.0029557266	3925600	56	0.0010737212	3925600	364	0.00837044	3925600	295	0.0042719585	3925600	6584	0.13815442	3925600	90123	0.87414384	3925600	1118	0.01985429	3925600	669	0.013188812	3925600	11013	0.22291216	3925600	3068	0.070566535	3925600	754	0.009345832	3925600	452	0.0082899425	3925600	145	0.0019283677	3925600	3453	0.06795853	3925600	456	0.0072758305	3925600	607	0.011073722	3925600	465	0.00894462	3925600	5	0.00014621968	3925600	2068	0.032967445	3925600	543	0.010405543	3925600	16610	0.30108672	3925600	74610	0.74761844	3925600	1806	0.037962858	3925600	30555	0.45854518	3925600	591	0.011041879	3925600	16220	0.34300998	3925600	856	0.011491491	3925600	120954	0.9457074	3925600	688	0.016613511	3925600	201	0.0030838598	3925600
nhnw_bin.426	286	0.009534282	1666093	1119	0.034275398	1666093	3457	0.13260904	1666093	1509	0.056655902	1666093	7562	0.22917809	1666093	17721	0.5186517	1666093	4339	0.17784122	1666093	4925	0.17349991	1666093	16121	0.5552517	1666093	5316	0.22177814	1666093	9823	0.113733746	1666093	1198	0.059337024	1666093	4880	0.1130069	1666093	3398	0.12224107	1666093	14699	0.3745133	1666093	4619	0.18375926	1666093	1415	0.060554244	1666093	12702	0.35840738	1666093	5987	0.22956102	1666093	6180	0.27201903	1666093	20267	0.621841	1666093	6213	0.24785592	1666093	26470	0.71460235	1666093	5402	0.18661264	1666093	6434	0.224305	1666093	6909	0.32000676	1666093	15503	0.4433432	1666093	4412	0.21488716	1666093	1043	0.04831663	1666093	15411	0.5651581	1666093	3021	0.11775033	1666093	5174	0.078572445	1666093	10185	0.31778598	1666093	18872	0.5635946	1666093	689	0.0331176	1666093	5232	0.1763257	1666093	19586	0.5828018	1666093	6041	0.18954885	1666093	3449	0.1449859	1666093	6985	0.2626528	1666093	2038	0.0636099	1666093	4814	0.18274009	1666093	5060	0.18403235	1666093	6812	0.32948762	1666093	820	0.037255425	1666093	12965	0.37474078	1666093	4232	0.1525317	1666093	14761	0.4997128	1666093	22976	0.60524774	1666093	5614	0.21537574	1666093	15246	0.4880508	1666093	1734	0.03141241	1666093	3212	0.15548232	1666093	2331	0.09313766	1666093	6233	0.28316188	1666093	4962	0.199322	1666093	1729	0.07193236	1666093
