ID,mag_name,link_to_assembly,GTDB_version,domain,phylum,class,order,family,genus,species,host_species,closest_placement_ani,completeness,contamination,size,GC,N50,contigs,number_genes,cazy_hits,pfam_hits,kegg_hits,number_unannotated_genes,percent_unannotated_genes,DM_batch,closest_placement_af,fastani_ani,MAG_url,AB_batch,taxonomy_level,DM_batch 2,sample_type,anno_url,gbk_url,kegg_url,annotated,dereplicated,coding_density,host_order,host_class,percent_unannotated_kegg
EHM070620,EHA04823_bin.266.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__,Lasiorhinus latifrons,80.74,80.5,6.81,1809107,56.00%,5025,439,1644,34,1406,1068,214,13,DMB0170,0.59,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.266.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070620_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070620.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070620_kegg.tsv.gz,TRUE,DMB0170,0.91,Diprotodontia,Mammalia,35
EHM070692,EHA04823_bin.6.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__,Lasiorhinus latifrons,0,80.24,0.56,1052943,33.00%,4575,269,1571,22,1243,858,300,19.1,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.6.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070692_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070692.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070692_kegg.tsv.gz,TRUE,DMB0170,0.91,Diprotodontia,Mammalia,45.4
EHM070589,EHA04823_bin.237.fa,EHA04823,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__WCHB1-69,g__,s__,Lasiorhinus latifrons,0,80.04,6.23,2161692,49.00%,13257,236,1588,40,1234,729,333,21,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.237.fa.gz,ABB0583,Family,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070589_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070589.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070589_kegg.tsv.gz,TRUE,DMB0170,0.9,Diprotodontia,Mammalia,54.1
EHM070719,EHA04823_bin.85.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__CAG-272,g__UMGS1312,s__,Lasiorhinus latifrons,77.86,78.93,3.92,2009459,49.00%,4950,488,1137,56,847,489,279,24.5,DMB0170,0.15,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.85.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070719_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070719.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070719_kegg.tsv.gz,TRUE,DMB0170,0.91,Diprotodontia,Mammalia,57
EHM070509,EHA04823_bin.165.fa,EHA04823,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Cryptobacteroides,s__,Lasiorhinus latifrons,76.97,78.83,3.77,1387562,42.00%,4321,369,1667,86,1297,786,344,20.6,DMB0170,0.06,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.165.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070509_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070509.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070509_kegg.tsv.gz,TRUE,DMB0170,0.93,Diprotodontia,Mammalia,52.8
EHM070502,EHA04823_bin.159.fa,EHA04823,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Paludibacteraceae,g__W0P28-013,s__,Lasiorhinus latifrons,78.2,78.52,0.63,1945585,30.00%,32315,102,1588,55,1170,726,398,25.1,DMB0170,0.36,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.159.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070502_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070502.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070502_kegg.tsv.gz,TRUE,DMB0170,0.93,Diprotodontia,Mammalia,54.3
EHM070718,EHA04823_bin.84.fa,EHA04823,2.3.0,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__,Lasiorhinus latifrons,0,78.48,0.2,1564359,43.00%,7156,278,1092,10,774,518,296,27.1,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.84.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070718_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070718.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070718_kegg.tsv.gz,TRUE,DMB0170,0.91,Diprotodontia,Mammalia,52.6
EHM070550,EHA04823_bin.201.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__UBA4636,s__,Lasiorhinus latifrons,79.53,78.35,0.49,2108652,42.00%,50581,81,1480,42,1055,703,390,26.4,DMB0170,0.48,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.201.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070550_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070550.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070550_kegg.tsv.gz,TRUE,DMB0170,0.9,Diprotodontia,Mammalia,52.5
EHM070484,EHA04823_bin.140.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__CAG-488,s__,Lasiorhinus latifrons,0,76.69,4.1,1713164,51.00%,4369,464,2219,114,1693,1004,489,22,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.140.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070484_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070484.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070484_kegg.tsv.gz,TRUE,DMB0170,0.89,Diprotodontia,Mammalia,54.8
EHM070593,EHA04823_bin.241.fa,EHA04823,2.3.0,d__Bacteria,p__Actinomycetota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__SIG42,s__,Lasiorhinus latifrons,0,76.42,0.51,1991639,48.00%,23729,123,983,9,787,460,179,18.2,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.241.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070593_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070593.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070593_kegg.tsv.gz,TRUE,DMB0170,0.91,Diprotodontia,Mammalia,53.2
EHM070507,EHA04823_bin.163.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__CAG-382,g__UBA1206,s__,Lasiorhinus latifrons,0,76.31,2.07,2410934,52.00%,5775,522,1160,30,857,507,288,24.8,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.163.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070507_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070507.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070507_kegg.tsv.gz,TRUE,DMB0170,0.89,Diprotodontia,Mammalia,56.3
EHM070439,EHA04823_bin.1.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota_B,c__Dehalobacteriia,o__UBA4068,f__UBA4068,g__RGIG3181,s__,Lasiorhinus latifrons,77.69,75.29,1.36,1157306,49.00%,3993,332,970,9,779,477,178,18.4,DMB0170,0.21,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.1.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070439_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070439.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070439_kegg.tsv.gz,TRUE,DMB0170,0.91,Diprotodontia,Mammalia,50.8
EHM070714,EHA04823_bin.80.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__UBA8612,s__,Lasiorhinus latifrons,0,75.05,0.88,1363771,46.00%,3242,454,1697,84,1272,696,393,23.2,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.80.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070714_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070714.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070714_kegg.tsv.gz,TRUE,DMB0170,0.84,Diprotodontia,Mammalia,59
EHM070488,EHA04823_bin.145.fa,EHA04823,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Coprenecus,s__,Lasiorhinus latifrons,0,74.27,1.99,1360599,49.00%,4899,338,1056,24,820,491,215,20.4,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.145.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070488_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070488.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070488_kegg.tsv.gz,TRUE,DMB0170,0.92,Diprotodontia,Mammalia,53.5
EHM070707,EHA04823_bin.74.fa,EHA04823,2.3.0,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__UBA1240,s__,Lasiorhinus latifrons,0,73.98,0.61,583711,30.00%,2681,222,2069,43,1400,781,650,31.4,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.74.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070707_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070707.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070707_kegg.tsv.gz,TRUE,DMB0170,0.9,Diprotodontia,Mammalia,62.3
EHM070613,EHA04823_bin.26.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__RGIG6097,s__,Lasiorhinus latifrons,75.73,73.83,8.62,663599,26.00%,5541,149,2234,38,1760,1053,447,20,DMB0170,0.07,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.26.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070613_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070613.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070613_kegg.tsv.gz,TRUE,DMB0170,0.93,Diprotodontia,Mammalia,52.9
EHM070475,EHA04823_bin.132.fa,EHA04823,2.3.0,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__,s__,Lasiorhinus latifrons,0,73.57,1.26,1329951,52.00%,5025,324,1027,20,704,432,303,29.5,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.132.fa.gz,ABB0583,Family,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070475_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070475.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070475_kegg.tsv.gz,TRUE,DMB0170,0.91,Diprotodontia,Mammalia,57.9
EHM070535,EHA04823_bin.189.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__CAG-1000,s__,Lasiorhinus latifrons,81.3,73.49,3.74,874867,28.00%,15879,72,902,7,609,388,284,31.5,DMB0170,0.74,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.189.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070535_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070535.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070535_kegg.tsv.gz,TRUE,DMB0170,0.88,Diprotodontia,Mammalia,57
EHM070497,EHA04823_bin.153.fa,EHA04823,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__P3,g__UBA1711,s__,Lasiorhinus latifrons,78.73,73.43,0.9,1146461,24.00%,19034,91,1835,49,1376,847,428,23.3,DMB0170,0.44,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.153.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070497_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070497.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070497_kegg.tsv.gz,TRUE,DMB0170,0.91,Diprotodontia,Mammalia,53.8
EHM070546,EHA04823_bin.199.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__UBA1259,s__,Lasiorhinus latifrons,76.74,73.39,0.46,1268172,54.00%,5673,264,1574,67,1182,721,366,23.3,DMB0170,0.1,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.199.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070546_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070546.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070546_kegg.tsv.gz,TRUE,DMB0170,0.89,Diprotodontia,Mammalia,54.2
EHM070569,EHA04823_bin.219.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__UBA1774,s__,Lasiorhinus latifrons,80.16,72.86,3.6,1236638,33.00%,7187,220,1947,32,1484,885,435,22.3,DMB0170,0.37,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.219.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070569_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070569.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070569_kegg.tsv.gz,TRUE,DMB0170,0.91,Diprotodontia,Mammalia,54.5
EHM070495,EHA04823_bin.151.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__CAJOJO01,s__,Lasiorhinus latifrons,0,72.49,1.74,1489027,45.00%,4577,365,1248,30,809,475,423,33.9,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.151.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070495_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070495.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070495_kegg.tsv.gz,TRUE,DMB0170,0.93,Diprotodontia,Mammalia,61.9
EHM070723,EHA04823_bin.89.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__,s__,Lasiorhinus latifrons,0,72.37,2.42,1510871,49.00%,3400,487,1363,24,1123,760,224,16.4,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.89.fa.gz,ABB0583,Family,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070723_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070723.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070723_kegg.tsv.gz,TRUE,DMB0170,0.88,Diprotodontia,Mammalia,44.2
EHM070525,EHA04823_bin.18.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae,g__,s__,Lasiorhinus latifrons,0,72.23,2.23,1321643,38.00%,5777,279,1562,6,1265,768,276,17.7,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.18.fa.gz,ABB0583,Family,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070525_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070525.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070525_kegg.tsv.gz,TRUE,DMB0170,0.91,Diprotodontia,Mammalia,50.8
EHM070733,EHA04823_bin.98.fa,EHA04823,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Cryptobacteroides,s__,Lasiorhinus latifrons,77.86,72.23,2.96,1722245,60.00%,3123,581,1769,150,1452,907,287,16.2,DMB0170,0.22,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.98.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070733_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070733.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070733_kegg.tsv.gz,TRUE,DMB0170,0.89,Diprotodontia,Mammalia,48.7
EHM070602,EHA04823_bin.25.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae,g__Emergencia,s__,Lasiorhinus latifrons,78.48,72.2,6.74,1957238,59.00%,3367,627,2222,17,1786,1115,386,17.4,DMB0170,0.2,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.25.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070602_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070602.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070602_kegg.tsv.gz,TRUE,DMB0170,0.9,Diprotodontia,Mammalia,49.8
EHM070456,EHA04823_bin.115.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__CAG-272,g__HGM12713,s__,Lasiorhinus latifrons,76.37,72.09,2.27,2948444,47.00%,5008,719,1327,27,1083,687,222,16.7,DMB0170,0.2,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.115.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070456_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070456.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070456_kegg.tsv.gz,TRUE,DMB0170,0.87,Diprotodontia,Mammalia,48.2
EHM070737,EHA04823_bin.238.fa,EHA04823,2.3.0,d__Archaea,p__Halobacteriota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanocorpusculaceae,g__Methanocorpusculum,s__,Lasiorhinus latifrons,0,72.05,4.42,1314785,45.00%,3170,433,1454,9,1107,754,301,20.7,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.238.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070737_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070737.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070737_kegg.tsv.gz,TRUE,DMB0170,0.91,Diprotodontia,Mammalia,48.1
EHM070586,EHA04823_bin.234.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__CALVVX01,s__,Lasiorhinus latifrons,0,71.92,0.16,2190743,43.00%,3518,685,1097,14,768,506,310,28.3,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.234.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070586_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070586.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070586_kegg.tsv.gz,TRUE,DMB0170,0.93,Diprotodontia,Mammalia,53.9
EHM070665,EHA04823_bin.34.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-74,g__,s__,Lasiorhinus latifrons,0,71.89,1.56,2131969,38.00%,5571,463,1402,57,1023,536,363,25.9,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.34.fa.gz,ABB0583,Family,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070665_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070665.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070665_kegg.tsv.gz,TRUE,DMB0170,0.92,Diprotodontia,Mammalia,61.8
EHM070500,EHA04823_bin.156.fa,EHA04823,2.3.0,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__,Lasiorhinus latifrons,0,71.67,1.35,1823510,47.00%,4053,519,1803,54,1292,776,489,27.1,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.156.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070500_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070500.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070500_kegg.tsv.gz,TRUE,DMB0170,0.9,Diprotodontia,Mammalia,57
EHM070467,EHA04823_bin.125.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Limivicinus,s__,Lasiorhinus latifrons,0,70.21,2.26,1408929,52.00%,2510,560,1598,31,1340,838,240,15,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.125.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070467_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070467.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070467_kegg.tsv.gz,TRUE,DMB0170,0.91,Diprotodontia,Mammalia,47.6
EHM070580,EHA04823_bin.229.fa,EHA04823,2.3.0,d__Bacteria,p__Verrucomicrobiota,c__Kiritimatiellia,o__RFP12,f__,g__,s__,Lasiorhinus latifrons,0,70.07,0.68,1776949,44.00%,4581,435,2187,128,1244,762,885,40.5,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.229.fa.gz,ABB0583,Order,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070580_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070580.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070580_kegg.tsv.gz,TRUE,DMB0170,0.9,Diprotodontia,Mammalia,65.2
EHM070476,EHA04823_bin.133.fa,EHA04823,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__RUG11257,s__,Lasiorhinus latifrons,0,70,1.99,1221858,33.00%,3811,365,1002,12,576,323,406,40.5,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.133.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070476_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070476.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070476_kegg.tsv.gz,TRUE,DMB0170,0.92,Diprotodontia,Mammalia,67.8
